Word Type,Word
Phonetic,bedziné
English,birthday party
Phonetic,bedziné k’e æahåe
English,calendar
Phonetic,dzî æerehtå’ís / dzerehtå’ís
English,wedding
Phonetic,haních’aîdí
English,"week, one ..."
Phonetic,æîåághe dzereta
English,What day is it today?
Phonetic,Æedlághe dzine æat’e-a?
English,Tomorrow is Saturday.
Phonetic,K’abñ Dzît’ãzñ æat’e.
English,When is your birthday?
Phonetic,Tomorrow
English,Æedló nedziné æat’e-a?
Phonetic,k’abñ
English,Christmas is coming soon.
Phonetic,Thílet’ú Tÿdhe Yati ha.
English,Next week we have a holiday.
Phonetic,Æuneth dzereta dé æeghálaídaíle.
English,Next month is Easter.
Phonetic,Æunezák’e dé Naidáí Dzî ha.
English,kilometer
Phonetic,dechÿnaze
English,"measures it, she/he …"
Phonetic,yúådzay
English,measuring tape
Phonetic,bet’á húdza
English,mile
Phonetic,dechÿn
English,octagon
Phonetic,æeåk’édî ts’‡n nat’ath
English,oldest
Phonetic,t’atthere
English,one foot
Phonetic,æîåághe dÿneké
English,one inch
Phonetic,æîåághe dÿnechéth
English,one kilometer
Phonetic,Æîåághe dechÿnaze
English,one mile
Phonetic,æîåághe dechÿn
English,one pound
Phonetic,æîåághe æaîådÿth
English,one yard
Phonetic,æîåá bek’ilni
English,shape
Phonetic,t’alk‡th
English,square
Phonetic,náht’ath
English,straight
Phonetic,æeåtth’iréæa
English,thermometer
Phonetic,beghár hak’ath hadi
English,triangle
Phonetic,ta ts’‡n nat’ath
English,Measure it.
Phonetic,It doesn’t fit.
English,Bøådzá.
Phonetic,Dñlyaíle
English,Is it long?
Phonetic,Nenéth æat’e-u?
English,Which one is longer?
Phonetic,Æedlághe deæáîå nedha?
English,How long is it?
Phonetic,It’s the longest.
English,Æedláîå nedha-a?
Phonetic,Deæáîåneth
English,It’s wide.
Phonetic,Dekóth.
English,It’s the widest.
Phonetic,Deæãríåkóth.
English,penny
Phonetic,æîåághe satsánaze
English,nickel / five cents
Phonetic,sôlá satsánaze
English,ten cents / dime
Phonetic,åóna satsánaze
English,quarter
Phonetic,nõna sôlághe satsánaze
English,thirty cents
Phonetic,tona satsánaze
English,seventy-five cents
Phonetic,åçsdîona sôlá satsánaze
English,one dollar / loonie
Phonetic,æîåághe tsâba
English,two dollars / toonie
Phonetic,náke tsâba
English,bank
Phonetic,tsâba kuç
English,banker / cashier
Phonetic,tsâba betå’azí hutå’ír dÿné
English,bill (owing)
Phonetic,berehtå’ís
English,"borrowing it, I am ..."
Phonetic,Seghâ nát’â.
English,"broke, I am ... (have no money)"
Phonetic,sek’ête or ch’ÿr dúe
English,"buys it, she/he ..."
Phonetic,náyeåní
English,cash register
Phonetic,tsâba til
English,cashier/banker
Phonetic,tsâba betå’azí hutå’ír dÿné
English,cheap (not expensive)
Phonetic,détíle
English,cheque
Phonetic,chek
English,coins / change
Phonetic,satsánaze
English,cost
Phonetic,t’arñåtí
English,"counts them, she/he …"
Phonetic,yuåtágh
English,credit (on credit)
Phonetic,æerehtå’ís t’á
English,dollar
Phonetic,tsâba
English,expensive
Phonetic,déti
English,free (no charge)
Phonetic,æesdení
English,inexpensive / cheap
Phonetic,détíle
English,"lending him/her money, she/he is ..."
Phonetic,tsâba beghâ nát’â
English,"loaning something to someone, s/he is ..."
Phonetic,beghâ nát’â
English,"making money, she/he is ..."
Phonetic,tsâba heåtsi
English,money
Phonetic,tsâba
English,not worth it / worthless
Phonetic,bet’óréæáíle
English,poor (no money)
Phonetic,ch’ÿr
English,"poor, she/he is …"
Phonetic,æestunét’ine
English,poverty
Phonetic,ch’ÿr
English,sales person
Phonetic,t’así beghâ nání dÿné
English,"saving it, she/he is ..."
Phonetic,senéyerént’á
English,"selling it, she/he is ..."
Phonetic,begha nání
English,treasurer
Phonetic,tsâba k’élní
English,Treaty Day
Phonetic,Tsâba Nályé Dziné
English,treaty (money)
Phonetic,tsâba nályé
English,worthless / not worth it
Phonetic,bet’óréæáíle
English,Buy me a shirt!
Phonetic,How much does it cost?
English,Tth’ezeæi seba náíåní!
Phonetic,Æedlárñåtí-a?
English,Can you give me money?
Phonetic,Tsâba saîæá ha duéle-u?
English,How much money do you have?
Phonetic,Æedlánélt’e tsâba nets’î?
English,Did you spend all your money?
Phonetic,Æarelyø netsãba k’ôthÿr-u?
English,"Give me (five) dollars, please."
Phonetic,(Sôlághe) tsâba saîæá halu?
English,Where’s all my money?
Phonetic,Setsâba sí?
English,I lost my money.
Phonetic,Setsâba æãtthÿr.
English,Do you need money?
Phonetic,Tsâba hurñlæî-u?
English,Loan it to me!
Phonetic,Seghâ náneæa.
English,Lend it to me.
Phonetic,Seghâ náneæa.
English,What did you buy?
Phonetic,Æedlághe náñåní-a?
English,Buy some milk.
Phonetic,Æejÿret’ué náñåní.
English,Aboriginal descendant
Phonetic,dÿne dédliné bets’î æáne
English,Aboriginal person
Phonetic,dÿne dédliné
English,African/black person
Phonetic,dÿn delzÿn
English,American
Phonetic,Bescho(gh) Dÿné
English,Assumption People
Phonetic,Tsát’iné
English,Bear Lake People
Phonetic,Sastuét’iné/Sastú Dÿne
English,Beaver people (Dÿne Ttha)
Phonetic,Tsát’iné
English,Caribou Eater
Phonetic,Æetth‡n Déle
English,Chipewyan
Phonetic,Dÿne Dédliné/Dÿne Søåiné
English,Cree
Phonetic,Æená
English,Dettah People
Phonetic,T’éschelát’iné
English,Dogrib (Tåîcho)
Phonetic,Åîchâ
English,English
Phonetic,That’ín
English,federal government
Phonetic,ní ghâ k’áldhÿr
English,Fort Norman People
Phonetic,Tuåít’at’iné/Tuåít’a Dÿné
English,Fort Providence People
Phonetic,Yaåti Nedhé Kuçt’iné
English,Fort Rae People
Phonetic,Bescho Kuçt’iné
English,Fort Resolution People
Phonetic,Denínu Kuçt’iné
English,Fort Simpson People
Phonetic,Åídlî Kuçt’iné
English,Fort Smith People
Phonetic,Tthebachat’iné
English,French
Phonetic,Bãlay
English,government (territorial)
Phonetic,dizñ n‡n ts’‡n k’áldhÿr
English,Gwich’in (Loucheux)
Phonetic,Deg‡th Dÿné/Degéth Dÿné
English,Hay River People
Phonetic,Hátå’odeschet’iné
English,indigenous
Phonetic,æeyi n‡n ts’at’e
English,Inuit (Eskimo)
Phonetic,Æeténá
English,Inuktitut (inuit language)
Phonetic,æeténá yatí
English,Japanese (dwarf)
Phonetic,Dÿnetsÿleze
English,Métis
Phonetic,Beghárek’âze
English,Oriental/Chinese
Phonetic,lidí ghâ dÿné
English,person/people
Phonetic,dÿne
English,Slavey people
Phonetic,Desnát’iné
English,territorial government
Phonetic,dizñ n‡n ts’‡n k’áldhÿr
English,Tåîcho/Dogrib
Phonetic,Åîchâ
English,Trout Lake People
Phonetic,Åuezantuét’iné
English,United States
Phonetic,Bescho(gh) Nén
English,Yellowknives Dÿne
Phonetic,Beghúldeschet’iné
English,I am proud to be Dene.
Phonetic,Dÿne hesåî ghâ hásdi.
English,I am proud to be Metis.
Phonetic,Beghárek’âze hesåî ghâ hásdi.
English,We are Canadian.
Phonetic,Canada ts’î dÿne dáídlî.
English,My father is French.
Phonetic,Setá bãlay æat’e.
English,My mother is Tåîcho (Dogrib).
Phonetic,Æene åîchã æat’e.
English,My friend is Chinese.
Phonetic,Sets’éni lidí ghâ dÿne æat’e.
English,My friend is Inuit.
Phonetic,Sets’éni Æeténá æat’e.
English,What country are you from?
Phonetic,Æedlághe n‡né ts’î æanet’e-a?
English,He is a stranger/outsider.
Phonetic,Æeduni æat’e.
English,In this world there are many
Phonetic,Diri n‡né k’e æeåk’éch’a
English,different kinds of people.
Phonetic,dÿne åâ.
English,"adopted child, my..."
Phonetic,sekui seghãåtî
English,ancestor
Phonetic,tháydÿne
English,"aunt, my... (deceased)"
Phonetic,sâk’íe nî
English,baby
Phonetic,tâåtsi / bebí
English,baby or newborn infant
Phonetic,tâåtsi / bebí k’aní dÿnelî
English,"brother older, my..."
Phonetic,sunaghe
English,"brother younger, my..."
Phonetic,sechÿle
English,child
Phonetic,sekui
English,"child, my..."
Phonetic,seyaze
English,"children, my..."
Phonetic,seskéne
English,common-law
Phonetic,yaåti dî æeåa náhedhÿr
English,"cousin, my..."
Phonetic,sela
English,"daughter, my..."
Phonetic,seyaz ts’ékui
English,"daughter-in-law, my..."
Phonetic,sareze
English,"divorced, they are..."
Phonetic,æáåeda
English,elder
Phonetic,æãåneth
English,"family, a person’s..."
Phonetic,dÿne hélat’in
English,"father, my... (Dad)"
Phonetic,setá (æabá)
English,my father
Phonetic,setá
English,your father
Phonetic,netá
English,his/her father
Phonetic,betá
English,"father-in-law, my..."
Phonetic,seæe
English,forefather
Phonetic,tháydÿne
English,"friend, my..."
Phonetic,sets’éni
English,"grandchild, my..."
Phonetic,seyaz beyaz/seyaze beyaze
English,"grandchildren, my..."
Phonetic,seskéne beskéne
English,"grandfather, my..."
Phonetic,setsíe
English,"grandmother, my (Grandma)"
Phonetic,setsoné (æené)
English,"husband, my..."
Phonetic,sedÿne
English,infant
Phonetic,"tâåtsi, bebí k’aní dÿnelî"
English,little boy
Phonetic,dÿneyuaze
English,little girl
Phonetic,ts’ékuaze
English,man
Phonetic,dÿneyu
English,"man, old..."
Phonetic,æenékui
English,"man, young..."
Phonetic,chelekui
English,"married, she or he is..."
Phonetic,hât’î
English,"mother, my... (Mom)"
Phonetic,æené/æamá
English,my mother
Phonetic,seæamá/æene/æamá
English,your mother
Phonetic,neæamá/nâ
English,his/her mother
Phonetic,beæamá/bâ
English,"mother-in-law, my..."
Phonetic,setsû/setsô
English,"nephew, my..."
Phonetic,saze
English,"niece, my..."
Phonetic,sareze
English,orphan
Phonetic,ts’ína
English,"parents, my..."
Phonetic,setthikui/sedekui
English,partner (friend/helper)
Phonetic,ts’éni
English,"raises a child, she/he..."
Phonetic,sekui neshe
English,"relative, my..."
Phonetic,sélat’in
English,"sister older, my..."
Phonetic,sare
English,"sister younger, my..."
Phonetic,sedézé
English,"sister-in-law, my..."
Phonetic,setsû/setsô
English,"son, my..."
Phonetic,sedÿneyuaze
English,"son-in-law, my... (a man says...)"
Phonetic,saze
English,"stepchild, my... (husband’s child)"
Phonetic,sedÿne beyaze
English,"stepchild, my... (wife’s child)"
Phonetic,sets’án beyaze
English,"stepfather, my..."
Phonetic,sethené
English,"stepmother, my..."
Phonetic,sâk’íe
English,teenaged boy
Phonetic,chelekui
English,teenaged girl
Phonetic,t’eke
English,triplets
Phonetic,tane nalt’íke
English,twins
Phonetic,nált’íke
English,"uncle, my..."
Phonetic,seæe
English,"wife, my..."
Phonetic,sets’áné
English,woman
Phonetic,ts’ékui
English,"woman, old..."
Phonetic,ts’ãkui
English,"woman, young..."
Phonetic,t’eke
English,"youngest, he/she is the..."
Phonetic,nadere
English,my deceased aunt
Phonetic,sâk’íe nî
English,my deceased older brother
Phonetic,sunaghe nî
English,my deceased nephew
Phonetic,saze nî
English,my deceased grandfather
Phonetic,setsíe nî
English,What’s your name?
Phonetic,My name is...
English,Who is your mother?
Phonetic,My mother is called...
English,Æedlãghe nâ æat’e-a?
Phonetic,Æene ... húlye.
English,Who is your father?
Phonetic,My father is called...
English,Æedlãghe netá æat’e-a?
Phonetic,Setá ... húlye.
English,Are you married?
Phonetic,I am married.
English,Hanet’î-u?/Hôt’î-u?
Phonetic,Hâst’î.
English,Who is your wife?
Phonetic,My wife is...
English,Æedlãghe nets’án hat’e-a?
Phonetic,Sets’áné ... húlye.
English,Who is your husband?
Phonetic,My husband is...
English,Æedlãghe nedÿne hat’e-a?
Phonetic,Sedÿne ... húlye.
English,Do you have an older sister?
Phonetic,Nare hûlî-u?
English,Do you have a younger sister?
Phonetic,Nedézé hûlî-u?
English,Do you have an older brother?
Phonetic,Nunaghe hûlî-u?
English,Do you have a younger brother?
Phonetic,Nechÿle hûlî-u?
English,I am a twin.
Phonetic,Nádík’ath hesåî.
English,I am adopted.
Phonetic,Dÿneghã sñltî.
English,She/he/it is grown up
Phonetic,Néyâ.
English,Are you the oldest?
Phonetic,I am the oldest.
English,T’atthere nelî-u?
Phonetic,T’atthere hesåî.
English,Are you the youngest?
Phonetic,I am the youngest.
English,Nadereze nelî-u?
Phonetic,Nadere hesåî.
English,How many children do you have?
Phonetic,I have three children.
English,Æedlánélt’e neskéne?
Phonetic,Seskéne tane.
English,Where is your father?
Phonetic,My father is at home.
English,Netá sí?
Phonetic,Setá bekuç theda.
English,Where is your mother?
Phonetic,My mother is at home.
English,Nâ sí?
Phonetic,Æamá bekuç theda.
English,adult educator
Phonetic,æãåneth hóneåtÿn
English,airplane pilot
Phonetic,æedzeret’áyt’iné
English,army/soldier
Phonetic,dÿne æeåxál dÿné
English,artist
Phonetic,æasí bénat’î heåtsi
English,assistant/helper
Phonetic,dÿne ts’éni
English,babysitter
Phonetic,sekui k’élní/sekui k’és theda
English,baker
Phonetic,bekaåt’eth
English,band councillors
Phonetic,lishéf k’íni déåtth’i
English,barber
Phonetic,dÿnetthíghá chet’ath dÿné
English,biologist
Phonetic,ch’âdíe k’órelyâ
English,Bishop
Phonetic,Yaåti Nedhé
English,boss/manager
Phonetic,k’áldhÿr
English,"Brother, Roman Catholic..."
Phonetic,dÿnunaghe
English,carpenter
Phonetic,dechÿn æeghálana dÿné
English,cashier/banker
Phonetic,tsâba betå’azí hutå’ír dÿné
English,Chief of band
Phonetic,lishéf
English,"chief, sub- ...."
Phonetic,lishéf k’íni theda
English,clergyman
Phonetic,that’ín yaåti
English,clerk/secretary/postal worker
Phonetic,æerehtå’ís k’élní dÿné
English,"cook, a..."
Phonetic,b‡r káåt’éth (dÿné)
English,counsellor
Phonetic,dÿne hél yaåti dÿné
English,dental assistant
Phonetic,dÿneghú hále ts’éni
English,dentist
Phonetic,dÿneghú hále dÿné
English,dietician
Phonetic,b‡r k’órelyâ dÿné
English,director
Phonetic,bedagháré æasí æeghálada
English,doctor
Phonetic,náídí k’órelyâ
English,druggist (pharmacist)
Phonetic,náídí dÿneghãle
English,electrician
Phonetic,kún tå’ulé dz‡réåt’i
English,firefighter
Phonetic,kún néåtthith
English,fireman
Phonetic,kún dÿné
English,fisherman
Phonetic,åue hanidhÿn dÿné
English,forestry officer
Phonetic,dechÿn haåni dÿné
English,geologist or prospector
Phonetic,tthe káneta dÿné
English,government employee
Phonetic,níghâ k’áldhÿr ha æeghálana
English,guard
Phonetic,dÿne k’élní/dÿne haåni
English,hairdresser
Phonetic,dÿnetthíghá seåæî dÿné
English,helper/assistant
Phonetic,dÿne ts’éni
English,hunter
Phonetic,nálzé dÿné
English,interpreter/translator
Phonetic,dÿne xa æetáåti
English,janitor
Phonetic,sørithÿn dÿné/saåæî dÿné
English,king
Phonetic,k’ódhi nedhé
English,lawyer
Phonetic,dÿne k’edareni dÿné
English,leader
Phonetic,dÿne tthe theda
English,librarian
Phonetic,æerehtå’ís thela k’élní
English,manager/boss
Phonetic,k’áldhÿr
English,"manager, store ..."
Phonetic,k’ódhi k’áldhÿr
English,mayor
Phonetic,háyorîla ha tthe theda
English,mechanic
Phonetic,satsán k’élní
English,member of legislature
Phonetic,beba æeåegéth dÿné
English,minister of church
Phonetic,that’ín yaåti
English,nun
Phonetic,dÿnexare
English,nurse
Phonetic,dÿne æeya ts’éni
English,odd-job
Phonetic,t’álásí la
English,offender
Phonetic,æeåtth’i náåtthÿrle
English,official
Phonetic,k’áldhÿr
English,optometrist
Phonetic,dÿnenaghé neåæî
English,outlaw
Phonetic,dÿne nezõle
English,painter (not artist)
Phonetic,h‡redlír dÿné
English,parole officer
Phonetic,dÿne bedárñtâ hîlé hél æeghálana
English,pilot (airplane)
Phonetic,æedzeret’áyt’iné
English,pilot (boat)
Phonetic,ts’i k’élní
English,Pope
Phonetic,Yaåtitá
English,postal worker
Phonetic,æerehtå’ís k’élní
English,Premier of NWT
Phonetic,dizñ n‡n ts’‡n k’áldhÿr
English,president
Phonetic,k’áldhÿrcho
English,priest/father/pastor
Phonetic,yaåti
English,prime minister
Phonetic,ní ts’‡n k’áldhÿr nedhé
English,principal
Phonetic,sekui hóneåtÿn ts’‡n k’áldhÿr
English,prisoner
Phonetic,dÿne dárîtâ
English,prophet
Phonetic,natthe nórelæÿn
English,prospector or staker
Phonetic,ní náåtsí dÿné
English,public health worker
Phonetic,æaté hena ha æeghálana
English,queen
Phonetic,ts’ékui k’áldhÿr
English,queen mother
Phonetic,ts’ékui k’áldhÿr bâ
English,radio announcer
Phonetic,radio yé yaåti dÿné
English,representative/spokesperson
Phonetic,dÿne ha yaåti dÿné
English,sales person
Phonetic,t’así beghâ nání dÿné
English,school principal
Phonetic,sekui hóneåtÿn ts’‡n k’áldhÿr
English,school teacher
Phonetic,sekui hóneåtÿn
English,secretary
Phonetic,æerehtå’ís sérîthÿn dÿné
English,shop teacher
Phonetic,bet’á æasí hereldî hóneåtÿn
English,Sister Superior
Phonetic,Dÿnexare K’áldhÿr
English,social worker
Phonetic,dÿne ba nání dÿné
English,soldier/army
Phonetic,dÿne æeåxál dÿné
English,student
Phonetic,dÿne hóneltÿn
English,subchief
Phonetic,lishéf k’íni theda
English,surveyor
Phonetic,ní húådzáy dÿné
English,teacher (of adults)
Phonetic,æãåneth hóneåtÿn
English,teacher (of children)
Phonetic,sekui hóneåtÿn
English,teacher’s assistant (of children)
Phonetic,sekui hóneåtÿn ts’éni
English,thief
Phonetic,æeneæñ dÿné
English,tourist
Phonetic,jéth dÿné
English,treasurer
Phonetic,tsâba k’élní
English,truck driver
Phonetic,bethch‡n k’élní
English,veteran
Phonetic,dÿne æeåxal dÿné hîlé
English,veterinarian
Phonetic,æech’ÿre ha nadórelyâ
English,vice president
Phonetic,k’áldhÿr t’ãs theda
English,vice principal
Phonetic,sekui hóneåtÿn ts’‡n k’áldhÿr ts’éni
English,welder
Phonetic,satsáné æeåíåt’us
English,What work do you do?
Phonetic,I am a teacher.
English,Æedlághe la æeghálana?/
Phonetic,Dÿne hóneåtÿn æast’e.
English,I want to be a nurse.
Phonetic,Dÿne æeya k’élní hesåî hurésæî.
English,...is the Chief.
Phonetic,...lishéf æat’e.
English,...is a band councilor.
Phonetic,...lishéf k’íni theda.
English,Where is the doctor?
Phonetic,Náídí k’órelyâ sí?
English,Where is the priest?
Phonetic,Yaåti sí?
English,"afraid, she/he/it is..."
Phonetic,neljÿr
English,aggressive (mean)
Phonetic,bení k’éch’onît’e
English,alone
Phonetic,then / æîåãlt’e
English,"alright, he/she/it is..."
Phonetic,æesát’íle
English,angry
Phonetic,hílch’e
English,"angry, she/he/it is..."
Phonetic,beník’éch’a
English,"anxious (worried), she/he/it is..."
Phonetic,nánidhÿr
English,"argues, she/he/it..."
Phonetic,æeåk’éch’adi/æeåk’éch’a hadi
English,"ashamed, she/he/it is..."
Phonetic,horçjâ
English,"bad, she/he is..."
Phonetic,bejÿr
English,"bad situation, it is a..."
Phonetic,hûzøle
English,"boasts, she/he/it..."
Phonetic,desâ yaåti
English,"catches on quickly, she/he..."
Phonetic,æeghã yenerení
English,"cheerful and happy, she/he is..."
Phonetic,ba hurélyâ/benié
English,"complaining, she/he is..."
Phonetic,ts’áyaåti
English,"cranky, she/he is..."
Phonetic,hatthereltsa
English,"cries, she/he/it..."
Phonetic,hetsagh
English,"cruel, she/he is..."
Phonetic,bejÿr
English,"crying, she/he is..."
Phonetic,hetsagh
English,cute (living thing)
Phonetic,beghâ sonidhÿn
English,"dislikes him/her/it, she/he..."
Phonetic,yenélñle
English,"dreams, she/he/it..."
Phonetic,náte
English,"eager, she/he/it is..."
Phonetic,nandíl
English,"embarassed, she/he is..."
Phonetic,dédoréåní
English,"enjoys it, she/he is..."
Phonetic,yenárét’î
English,"evil, she/he is..."
Phonetic,bejÿre
English,fear (she/he is afraid)
Phonetic,neljÿr
English,"foolish, she/he is..."
Phonetic,æeyune dít’î
English,"foul-mouthed, she/he is..."
Phonetic,bedhá hasåin
English,"friendly, she/he is..."
Phonetic,dÿne nélî
English,funny
Phonetic,beghâ súdi
English,generous (shares things)
Phonetic,æeghâts‡nle
English,"gossiping, he/she is..."
Phonetic,æeåná yaåti
English,"greedy, she/he is..."
Phonetic,æasí ghâ høtå’eth hanidhÿn
English,"groaning, she/he is..."
Phonetic,k’uredi
English,"happy, she/he is..."
Phonetic,ba horélyâ/benié
English,"hates him/her/it, she/he..."
Phonetic,yenélñle
English,"helpful, she/he is..."
Phonetic,hats’únuní
English,"hopeful, she/he is..."
Phonetic,danánidhÿn
English,"hospitable, she/he is..."
Phonetic,nezô dÿn æâåthÿn
English,"imagines, she/he..."
Phonetic,benada bóret’î
English,in vain
Phonetic,æasí haile
English,"jealous, she/he is..."
Phonetic,ch’alni
English,"kind, she/he is..."
Phonetic,sanidhÿn
English,"know-it-all, she/he is a..."
Phonetic,æorelyø yek’órelyâ henidhÿn
English,"knowledgeable, she/he is..."
Phonetic,æasí horîshâ
English,"knows it/him/her, she/he is..."
Phonetic,yek’órelyâ
English,"laughing, she/he is..."
Phonetic,nadlogh
English,"lazy, she/he is..."
Phonetic,ts’oredí
English,"lonesome, she/he is..."
Phonetic,æaneæa
English,"loves him/her/it, she/he..."
Phonetic,yeghânétâ
English,"miserable, she/he is..."
Phonetic,nálch’e
English,"misunderstands, she/he is..."
Phonetic,yenereníle
English,"naughty, she/he is..."
Phonetic,halãt’î
English,"neglected, he/she/it is..."
Phonetic,bets’‡n huní
English,"nervous, she/he is..."
Phonetic,betth’i neljÿr
English,"panics, she/he is..."
Phonetic,æedoreliçle
English,"pleasant situation, it is a..."
Phonetic,nezô háæâ
English,pretty person
Phonetic,æaxenét’î
English,"proud, she/he is..."
Phonetic,hádí
English,"regrets it, she/he..."
Phonetic,yek’enadlî
English,"rejects it, she/he..."
Phonetic,yerélæñle
English,"relaxing, she/he is..."
Phonetic,k’óreåæa
English,"reluctant, he/she is..."
Phonetic,háîdhÿnle
English,"respectful, she/he is..."
Phonetic,yesúdí
English,"rude, he/she is..."
Phonetic,benádhÿr húle
English,"sad, she/he is..."
Phonetic,ts’ánidhÿn/ts’ãîdhÿn
English,"satisfied, she/he is..."
Phonetic,bení æajá
English,"scared, she/he is..."
Phonetic,neljÿr
English,"selfish, she/he is..."
Phonetic,æedení ládenildhÿn
English,"shy, she/he is..."
Phonetic,hurçjâ
English,"sorrowful, she/he is..."
Phonetic,yek’enadlî
English,"sorry, she/he is..."
Phonetic,yek’elî
English,"spooked, she/he/it is..."
Phonetic,héåghÿth
English,"stingy, she/he is..."
Phonetic,æelghâts‡n
English,"stubborn, she/he is..."
Phonetic,dÿne k’áñdhÿnle
English,stupid person (also means ghost)
Phonetic,æeyune
English,"surprised, she/he is..."
Phonetic,betå’ak’eze
English,"sympathetic, she/ he is..."
Phonetic,æestonéæin
English,"troubled, she/he is..."
Phonetic,nánidhÿr
English,"unfriendly, she/he is..."
Phonetic,dÿne nélîle
English,"unhappy, she/he is..."
Phonetic,ba horélyâíle
English,"upset, he/she/it is..."
Phonetic,beba hetth’íle
English,wealthy person
Phonetic,æaxelî
English,"wise, she/he is..."
Phonetic,huyâ
English,"yelling at him/her, he/she is..."
Phonetic,yetth’ézil
English,"yelling, he/she is..."
Phonetic,hezil
English,How are you?
Phonetic,I’m fine.
English,Æedlánet’e-a?
Phonetic,Æesást’íle.
English,Don’t be afraid. (1 person)
Phonetic,Nuljÿr sáná.
English,Don’t be afraid. (> 1 person)
Phonetic,Dánuåjÿr sáná.
English,I love you.
Phonetic,Neghânitâ.
English,Are you happy?
Phonetic,"Yes, I’m happy."
English,Niní-u?
Phonetic,Siní.
English,Hug me! (to one person)
Phonetic,Serñlchu!
English,Kiss me!
Phonetic,Sîlts’ún.
English,"abdomen, a person’s..."
Phonetic,dÿneb‡r
English,"ankle bone, a person’s..."
Phonetic,dÿnekechÿntth’ÿn
English,"ankle, a person’s..."
Phonetic,dÿnekechÿné
English,"anus, a person’s..."
Phonetic,dÿnetthÿl
English,"appendix, a person’s..."
Phonetic,dÿnets’ítsÿl
English,"arm, a person’s..."
Phonetic,dÿnegáné
English,my arm
Phonetic,segáné
English,his/her arm
Phonetic,begáné
English,your arm
Phonetic,negáné
English,"armpit, a person’s..."
Phonetic,dÿneg‡n tå’aghe
English,"artery, a person’s"
Phonetic,dÿnech’udhé
English,"back, a person’s..."
Phonetic,dÿnet’âs
English,"backbone, a person’s..."
Phonetic,dÿnen‡ntth’ÿn
English,"bald head, a person’s"
Phonetic,dÿnetthízúr
English,"beard, a person’s..."
Phonetic,dÿnedaghá
English,"belly button, a person’s..."
Phonetic,dÿnetth’é
English,blood
Phonetic,dÿl
English,"blood vessel, a person’s..."
Phonetic,dÿnech’úth/dÿnech’udhé
English,"body, a person’s..."
Phonetic,dÿnetth’i
English,"brain, a person’s..."
Phonetic,dÿnetthíghã
English,"breast, a person’s..."
Phonetic,dÿnetth’ué
English,"buttocks, a person’s..."
Phonetic,`dÿnetå’á
English,"calf, a person’s..."
Phonetic,dÿnelué
English,"cavity, a person’s body..."
Phonetic,dÿnezí yághe
English,"cheek, a person’s..."
Phonetic,dÿnetå’atth‡n
English,"cheekbone, a person’s..."
Phonetic,dÿnetå’atth‡n tth’‡n
English,"chest, a person’s..."
Phonetic,dÿnezí
English,"chin, a person’s..."
Phonetic,dÿneyédá
English,"collar bone, a person’s..."
Phonetic,dÿnet’ághos
English,"ear, a person’s..."
Phonetic,dÿnedzaghé
English,my ear
Phonetic,sedzaghé
English,his/her ear
Phonetic,bedzaghé
English,your ear
Phonetic,nedzaghé
English,"ear, a person’s inner..."
Phonetic,dÿnedzaghéyé
English,"earbone, a person’s..."
Phonetic,dÿnedzaghétth’ÿné
English,"earlobe, a person’s..."
Phonetic,dÿnedzaghétåuré
English,"elbow, a person’s..."
Phonetic,dÿnets’úzé
English,"eye, a person’s..."
Phonetic,dÿnenaghé
English,"eyebrow, a person’s..."
Phonetic,dÿnetth’idá
English,"eyelash, a person’s..."
Phonetic,dÿnenagódhé
English,"eyelid, a person’s..."
Phonetic,dÿnenadh‡th
English,"face, a person’s..."
Phonetic,dÿnení
English,fetus
Phonetic,æaåõ dÿne lñle
English,"finger, a person’s..."
Phonetic,dÿnelatth’alé
English,"finger, a person’s little..."
Phonetic,dÿnelatth’áltsÿl
English,"fingernail, a person’s..."
Phonetic,dÿnelagané
English,"flesh, a person’s..."
Phonetic,dÿnetth‡n
English,"foot bone, a person’s..."
Phonetic,dÿnekétth’ÿné
English,"foot, a person’s..."
Phonetic,dÿneké
English,"forehead, a person’s..."
Phonetic,dÿnets’atth’‡n
English,"gums, a person’s..."
Phonetic,dÿneghutth‡n
English,"hair, a person’s body..."
Phonetic,dÿnetth’ighá
English,"hair, a person’s head..."
Phonetic,dÿnetthíghá
English,"hand, a person’s..."
Phonetic,dÿnelá
English,"head, a person’s..."
Phonetic,dÿnetthí
English,my head
Phonetic,setthí
English,your head
Phonetic,netthí
English,his/her head
Phonetic,betthí
English,"head, back of a person’s..."
Phonetic,dÿnetth’íe
English,"head, top of a person’s..."
Phonetic,dÿnetthít’a
English,"heart, a person’s..."
Phonetic,dÿnedzié
English,"heel, a person’s..."
Phonetic,dÿnekeåtálé
English,"hip, a person’s..."
Phonetic,dÿneæádhé
English,"intestines, a person’s..."
Phonetic,dÿnets’ié
English,"jaw, a person’s..."
Phonetic,dÿneyétth’ÿné
English,"kidney, a person’s..."
Phonetic,dÿnets’‡zé
English,"knee, a person’s..."
Phonetic,dÿnedzagór
English,"kneecap, a person’s..."
Phonetic,dÿnedzagórtsó
English,"knuckle, a person’s..."
Phonetic,dÿnelátth’ÿné
English,"large intestines, a person’s"
Phonetic,dÿnets’iécho
English,"leg, a person’s..."
Phonetic,dÿnetth’ÿné
English,my leg
Phonetic,setth’ÿné
English,his/her leg
Phonetic,betth’ÿné
English,your leg
Phonetic,netth’ÿné
